global_play_order,unit_number,section_number_global,section_number_in_unit,card_key,card_name,arcana_type,is_symbol_intro,node_number,node_type,node_id,format_code,format_name,anchor_variant,node_phase,cards_involved,cards_to_recall_count,distractor_tier,notes
224,4,31,7,major_10_wheel_of_fortune,The Wheel of Fortune,major,True,5,standard,U4-S31-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_10_wheel_of_fortune|major_09_hermit|major_07_chariot|minor_swords_king,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
225,4,31,7,major_10_wheel_of_fortune,The Wheel of Fortune,major,True,6,standard,U4-S31-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_10_wheel_of_fortune|major_09_hermit|major_07_chariot,3,n/a,True/False statements drawn from the new card plus recently taught cards
226,4,31,7,major_10_wheel_of_fortune,The Wheel of Fortune,major,True,7,standard,U4-S31-N7,C,Board Matching,tile_grid,interleave_review,major_10_wheel_of_fortune|major_09_hermit|major_07_chariot|minor_swords_king,4,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
227,4,32,8,major_13_death,Death,major,True,1,standard,U4-S32-N1,A1,Choose Card From Keywords,keywords,isolation,major_13_death|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
228,4,32,8,major_13_death,Death,major,True,2,standard,U4-S32-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_13_death|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
229,4,32,8,major_13_death,Death,major,True,3,standard,U4-S32-N3,A7,Symbol Selection From Label,label_to_symbol_icon,isolation,major_13_death,1,easy,New symbol taught: Zodiac Sign - Scorpio
230,4,32,8,major_13_death,Death,major,True,4,standard,U4-S32-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_13_death|major_10_wheel_of_fortune|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
231,4,32,8,major_13_death,Death,major,True,5,standard,U4-S32-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_13_death|major_10_wheel_of_fortune|major_09_hermit|major_07_chariot,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
232,4,32,8,major_13_death,Death,major,True,6,standard,U4-S32-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_13_death|major_10_wheel_of_fortune|major_09_hermit,3,n/a,True/False statements drawn from the new card plus recently taught cards
233,4,32,8,major_13_death,Death,major,True,7,standard,U4-S32-N7,C,Board Matching,tile_grid,interleave_review,major_13_death|major_10_wheel_of_fortune|major_09_hermit|major_07_chariot,4,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
234,4,32,8,major_13_death,Death,major,False,8,throwback,U4-S32-THROWBACK-N8,C,Board Matching,tile_grid,throwback_review,minor_cups_page|minor_wands_ace|major_03_empress,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 16-17 sections since last exposure), independent of the new card"
235,4,32,RECAP,,Unit 4 Recap,mixed,False,1,unit_recap,U4-S32-UNIT_RECAP-N1,C,Board Matching,tile_grid,unit_recap,minor_swords_page|minor_swords_knight|minor_swords_queen|minor_swords_king|major_07_chariot|major_09_hermit|major_10_wheel_of_fortune|major_13_death,8,n/a,"End-of-unit checkpoint: boards every card from Unit 4 against each other, no new card introduced"
236,5,33,1,major_15_devil,The Devil,major,True,1,standard,U5-S33-N1,A1,Choose Card From Keywords,keywords,isolation,major_15_devil|major_00_fool|major_01_magician|major_07_chariot,1,easy,First exposure: full keyword list -> card art
237,5,33,1,major_15_devil,The Devil,major,True,2,standard,U5-S33-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_15_devil|major_00_fool|major_01_magician|major_07_chariot,1,easy,Reverse direction: card art -> matching description
238,5,33,1,major_15_devil,The Devil,major,True,3,standard,U5-S33-N3,A4,Symbol Identification,card_art_to_symbol_name,isolation,major_15_devil,1,easy,New symbol taught: Zodiac Sign - Capricorn
239,5,33,1,major_15_devil,The Devil,major,True,4,standard,U5-S33-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_15_devil|major_13_death|major_00_fool|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
240,5,33,1,major_15_devil,The Devil,major,True,5,standard,U5-S33-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_15_devil|major_13_death|major_10_wheel_of_fortune|major_09_hermit,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
241,5,33,1,major_15_devil,The Devil,major,True,6,standard,U5-S33-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_15_devil|major_13_death|major_10_wheel_of_fortune,3,n/a,True/False statements drawn from the new card plus recently taught cards
242,5,33,1,major_15_devil,The Devil,major,True,7,standard,U5-S33-N7,C,Board Matching,tile_grid,interleave_review,major_15_devil|major_13_death|major_10_wheel_of_fortune|major_09_hermit,4,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
243,5,34,2,major_16_tower,The Tower,major,True,1,standard,U5-S34-N1,A1,Choose Card From Keywords,keywords,isolation,major_16_tower|major_09_hermit|minor_cups_10|major_19_sun,1,easy,First exposure: full keyword list -> card art
244,5,34,2,major_16_tower,The Tower,major,True,2,standard,U5-S34-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_16_tower|major_09_hermit|minor_cups_10|major_19_sun,1,easy,Reverse direction: card art -> matching description
245,5,34,2,major_16_tower,The Tower,major,True,3,standard,U5-S34-N3,A5,Symbol Meaning Match,meaning_phrase_to_symbol,isolation,major_16_tower,1,easy,New symbol taught: Planet - Mars
246,5,34,2,major_16_tower,The Tower,major,True,4,standard,U5-S34-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_16_tower|major_15_devil|major_09_hermit|minor_cups_10,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
247,5,34,2,major_16_tower,The Tower,major,True,5,standard,U5-S34-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_16_tower|major_15_devil|major_13_death|major_10_wheel_of_fortune,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
248,5,34,2,major_16_tower,The Tower,major,True,6,standard,U5-S34-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_16_tower|major_15_devil|major_13_death,3,n/a,True/False statements drawn from the new card plus recently taught cards
249,5,34,2,major_16_tower,The Tower,major,True,7,standard,U5-S34-N7,C,Board Matching,tile_grid,interleave_review,major_16_tower|major_15_devil|major_13_death|major_10_wheel_of_fortune,4,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
250,5,35,3,major_17_star,The Star,major,True,1,standard,U5-S35-N1,A1,Choose Card From Keywords,keywords,isolation,major_17_star|major_16_tower|major_07_chariot|major_12_hanged_man,1,easy,First exposure: full keyword list -> card art
251,5,35,3,major_17_star,The Star,major,True,2,standard,U5-S35-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_17_star|major_16_tower|major_07_chariot|major_12_hanged_man,1,easy,Reverse direction: card art -> matching description
252,5,35,3,major_17_star,The Star,major,True,3,standard,U5-S35-N3,A7,Symbol Selection From Label,label_to_symbol_icon,isolation,major_17_star,1,easy,New symbol taught: Zodiac Sign - Aquarius
253,5,35,3,major_17_star,The Star,major,True,4,standard,U5-S35-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_17_star|major_16_tower|major_16_tower|major_07_chariot,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
254,5,35,3,major_17_star,The Star,major,True,5,standard,U5-S35-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_17_star|major_16_tower|major_15_devil|major_13_death,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
255,5,35,3,major_17_star,The Star,major,True,6,standard,U5-S35-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_17_star|major_16_tower|major_15_devil,3,n/a,True/False statements drawn from the new card plus recently taught cards
256,5,35,3,major_17_star,The Star,major,True,7,standard,U5-S35-N7,C,Board Matching,tile_grid,interleave_review,major_17_star|major_16_tower|major_15_devil|major_13_death,4,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
257,5,36,4,major_21_world,The World,major,True,1,standard,U5-S36-N1,A1,Choose Card From Keywords,keywords,isolation,major_21_world|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,First exposure: full keyword list -> card art
258,5,36,4,major_21_world,The World,major,True,2,standard,U5-S36-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,major_21_world|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,Reverse direction: card art -> matching description
259,5,36,4,major_21_world,The World,major,True,3,standard,U5-S36-N3,A4,Symbol Identification,card_art_to_symbol_name,isolation,major_21_world,1,easy,New symbol taught: Planet - Saturn
260,5,36,4,major_21_world,The World,major,True,4,standard,U5-S36-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,major_21_world|major_17_star|major_16_tower|major_12_hanged_man,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
261,5,36,4,major_21_world,The World,major,True,5,standard,U5-S36-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,major_21_world|major_17_star|major_16_tower|major_15_devil,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
262,5,36,4,major_21_world,The World,major,True,6,standard,U5-S36-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,major_21_world|major_17_star|major_16_tower,3,n/a,True/False statements drawn from the new card plus recently taught cards
263,5,36,4,major_21_world,The World,major,True,7,standard,U5-S36-N7,C,Board Matching,tile_grid,interleave_review,major_21_world|major_17_star|major_16_tower|major_15_devil,4,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
264,5,36,4,major_21_world,The World,major,False,8,throwback,U5-S36-THROWBACK-N8,B,True/False Talking Point,mixed_card_statements,throwback_review,major_04_emperor|minor_cups_knight|minor_cups_queen,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 19-20 sections since last exposure), independent of the new card"
265,5,37,5,minor_swords_03,Three of Swords,minor,False,1,standard,U5-S37-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_03|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
266,5,37,5,minor_swords_03,Three of Swords,minor,False,2,standard,U5-S37-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_03|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
267,5,37,5,minor_swords_03,Three of Swords,minor,False,3,standard,U5-S37-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_03|major_19_sun|major_01_magician|minor_wands_06,1,easy,Second anchor variant of the same new card (no new symbol this section)
268,5,37,5,minor_swords_03,Three of Swords,minor,False,4,standard,U5-S37-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_03|major_21_world|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
269,5,37,5,minor_swords_03,Three of Swords,minor,False,5,standard,U5-S37-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_03|major_21_world|major_17_star|major_16_tower,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
270,5,37,5,minor_swords_03,Three of Swords,minor,False,6,standard,U5-S37-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_03|major_21_world|major_17_star,3,n/a,True/False statements drawn from the new card plus recently taught cards
271,5,37,5,minor_swords_03,Three of Swords,minor,False,7,standard,U5-S37-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_03|major_21_world|major_17_star|major_16_tower,4,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
272,5,38,6,minor_cups_10,Ten of Cups,minor,False,1,standard,U5-S38-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_10|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,First exposure: full keyword list -> card art
273,5,38,6,minor_cups_10,Ten of Cups,minor,False,2,standard,U5-S38-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_10|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,Reverse direction: card art -> matching description
274,5,38,6,minor_cups_10,Ten of Cups,minor,False,3,standard,U5-S38-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_10|major_16_tower|major_12_hanged_man|major_18_moon,1,easy,Second anchor variant of the same new card (no new symbol this section)
275,5,38,6,minor_cups_10,Ten of Cups,minor,False,4,standard,U5-S38-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_10|minor_swords_03|major_16_tower|major_12_hanged_man,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
276,5,38,6,minor_cups_10,Ten of Cups,minor,False,5,standard,U5-S38-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_10|minor_swords_03|major_21_world|major_17_star,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
277,5,38,6,minor_cups_10,Ten of Cups,minor,False,6,standard,U5-S38-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_10|minor_swords_03|major_21_world,3,n/a,True/False statements drawn from the new card plus recently taught cards
278,5,38,6,minor_cups_10,Ten of Cups,minor,False,7,standard,U5-S38-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_10|minor_swords_03|major_21_world|major_17_star|major_16_tower,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
279,5,39,7,minor_swords_10,Ten of Swords,minor,False,1,standard,U5-S39-N1,A1,Choose Card From Keywords,keywords,isolation,minor_swords_10|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
280,5,39,7,minor_swords_10,Ten of Swords,minor,False,2,standard,U5-S39-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_swords_10|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
281,5,39,7,minor_swords_10,Ten of Swords,minor,False,3,standard,U5-S39-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_swords_10|major_19_sun|major_01_magician|minor_wands_06,1,easy,Second anchor variant of the same new card (no new symbol this section)
282,5,39,7,minor_swords_10,Ten of Swords,minor,False,4,standard,U5-S39-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_swords_10|minor_cups_10|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
283,5,39,7,minor_swords_10,Ten of Swords,minor,False,5,standard,U5-S39-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_swords_10|minor_cups_10|minor_swords_03|major_21_world,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
284,5,39,7,minor_swords_10,Ten of Swords,minor,False,6,standard,U5-S39-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_swords_10|minor_cups_10|minor_swords_03,3,n/a,True/False statements drawn from the new card plus recently taught cards
285,5,39,7,minor_swords_10,Ten of Swords,minor,False,7,standard,U5-S39-N7,C,Board Matching,tile_grid,interleave_review,minor_swords_10|minor_cups_10|minor_swords_03|major_21_world|major_17_star,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
286,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,1,standard,U5-S40-N1,A1,Choose Card From Keywords,keywords,isolation,minor_pentacles_10|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,First exposure: full keyword list -> card art
287,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,2,standard,U5-S40-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_pentacles_10|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,Reverse direction: card art -> matching description
288,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,3,standard,U5-S40-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_pentacles_10|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,Second anchor variant of the same new card (no new symbol this section)
289,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,4,standard,U5-S40-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_pentacles_10|minor_swords_10|major_12_hanged_man|major_16_tower,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
290,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,5,standard,U5-S40-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_pentacles_10|minor_swords_10|minor_cups_10|minor_swords_03,4,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
291,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,6,standard,U5-S40-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_pentacles_10|minor_swords_10|minor_cups_10,3,n/a,True/False statements drawn from the new card plus recently taught cards
292,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,7,standard,U5-S40-N7,C,Board Matching,tile_grid,interleave_review,minor_pentacles_10|minor_swords_10|minor_cups_10|minor_swords_03|major_21_world,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
293,5,40,8,minor_pentacles_10,Ten of Pentacles,minor,False,8,throwback,U5-S40-THROWBACK-N8,C,Board Matching,tile_grid,throwback_review,minor_cups_king|minor_wands_page|minor_pentacles_ace,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 20-22 sections since last exposure), independent of the new card"
294,5,40,RECAP,,Unit 5 Recap,mixed,False,1,unit_recap,U5-S40-UNIT_RECAP-N1,C,Board Matching,tile_grid,unit_recap,major_15_devil|major_16_tower|major_17_star|major_21_world|minor_swords_03|minor_cups_10|minor_swords_10|minor_pentacles_10,8,n/a,"End-of-unit checkpoint: boards every card from Unit 5 against each other, no new card introduced"
295,6,41,1,minor_cups_02,Two of Cups,minor,False,1,standard,U6-S41-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_02|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,First exposure: full keyword list -> card art
296,6,41,1,minor_cups_02,Two of Cups,minor,False,2,standard,U6-S41-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_02|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,Reverse direction: card art -> matching description
297,6,41,1,minor_cups_02,Two of Cups,minor,False,3,standard,U6-S41-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_02|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,Second anchor variant of the same new card (no new symbol this section)
298,6,41,1,minor_cups_02,Two of Cups,minor,False,4,standard,U6-S41-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_02|minor_pentacles_10|major_12_hanged_man|major_16_tower,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
299,6,41,1,minor_cups_02,Two of Cups,minor,False,5,standard,U6-S41-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_02|minor_pentacles_10|minor_swords_10|minor_cups_10|minor_swords_03,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
300,6,41,1,minor_cups_02,Two of Cups,minor,False,6,standard,U6-S41-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_02|minor_pentacles_10|minor_swords_10,3,n/a,True/False statements drawn from the new card plus recently taught cards
301,6,41,1,minor_cups_02,Two of Cups,minor,False,7,standard,U6-S41-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_02|minor_pentacles_10|minor_swords_10|minor_cups_10|minor_swords_03,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
302,6,42,2,minor_cups_03,Three of Cups,minor,False,1,standard,U6-S42-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_03|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,First exposure: full keyword list -> card art
303,6,42,2,minor_cups_03,Three of Cups,minor,False,2,standard,U6-S42-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_03|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,Reverse direction: card art -> matching description
304,6,42,2,minor_cups_03,Three of Cups,minor,False,3,standard,U6-S42-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_03|major_12_hanged_man|major_16_tower|major_18_moon,1,easy,Second anchor variant of the same new card (no new symbol this section)
305,6,42,2,minor_cups_03,Three of Cups,minor,False,4,standard,U6-S42-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_03|minor_cups_02|major_12_hanged_man|major_16_tower,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
306,6,42,2,minor_cups_03,Three of Cups,minor,False,5,standard,U6-S42-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_03|minor_cups_02|minor_pentacles_10|minor_swords_10|minor_cups_10,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
307,6,42,2,minor_cups_03,Three of Cups,minor,False,6,standard,U6-S42-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_03|minor_cups_02|minor_pentacles_10,3,n/a,True/False statements drawn from the new card plus recently taught cards
308,6,42,2,minor_cups_03,Three of Cups,minor,False,7,standard,U6-S42-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_03|minor_cups_02|minor_pentacles_10|minor_swords_10|minor_cups_10,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
309,6,43,3,minor_cups_04,Four of Cups,minor,False,1,standard,U6-S43-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_04|major_19_sun|major_03_empress|major_00_fool,1,easy,First exposure: full keyword list -> card art
310,6,43,3,minor_cups_04,Four of Cups,minor,False,2,standard,U6-S43-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_04|major_19_sun|major_03_empress|major_00_fool,1,easy,Reverse direction: card art -> matching description
311,6,43,3,minor_cups_04,Four of Cups,minor,False,3,standard,U6-S43-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_04|major_19_sun|major_03_empress|major_00_fool,1,easy,Second anchor variant of the same new card (no new symbol this section)
312,6,43,3,minor_cups_04,Four of Cups,minor,False,4,standard,U6-S43-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_04|minor_cups_03|major_19_sun|major_03_empress,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
313,6,43,3,minor_cups_04,Four of Cups,minor,False,5,standard,U6-S43-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_04|minor_cups_03|minor_cups_02|minor_pentacles_10|minor_swords_10,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
314,6,43,3,minor_cups_04,Four of Cups,minor,False,6,standard,U6-S43-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_04|minor_cups_03|minor_cups_02,3,n/a,True/False statements drawn from the new card plus recently taught cards
315,6,43,3,minor_cups_04,Four of Cups,minor,False,7,standard,U6-S43-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_04|minor_cups_03|minor_cups_02|minor_pentacles_10|minor_swords_10,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
316,6,44,4,minor_cups_05,Five of Cups,minor,False,1,standard,U6-S44-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_05|major_19_sun|major_01_magician|minor_wands_06,1,easy,First exposure: full keyword list -> card art
317,6,44,4,minor_cups_05,Five of Cups,minor,False,2,standard,U6-S44-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_05|major_19_sun|major_01_magician|minor_wands_06,1,easy,Reverse direction: card art -> matching description
318,6,44,4,minor_cups_05,Five of Cups,minor,False,3,standard,U6-S44-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_05|major_19_sun|major_01_magician|minor_wands_06,1,easy,Second anchor variant of the same new card (no new symbol this section)
319,6,44,4,minor_cups_05,Five of Cups,minor,False,4,standard,U6-S44-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_05|minor_cups_04|major_19_sun|major_01_magician,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
320,6,44,4,minor_cups_05,Five of Cups,minor,False,5,standard,U6-S44-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_05|minor_cups_04|minor_cups_03|minor_cups_02|minor_pentacles_10,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
321,6,44,4,minor_cups_05,Five of Cups,minor,False,6,standard,U6-S44-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_05|minor_cups_04|minor_cups_03,3,n/a,True/False statements drawn from the new card plus recently taught cards
322,6,44,4,minor_cups_05,Five of Cups,minor,False,7,standard,U6-S44-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_05|minor_cups_04|minor_cups_03|minor_cups_02|minor_pentacles_10,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
323,6,44,4,minor_cups_05,Five of Cups,minor,False,8,throwback,U6-S44-THROWBACK-N8,B,True/False Talking Point,mixed_card_statements,throwback_review,major_06_lovers|minor_swords_ace|minor_wands_knight,3,n/a,"Deliberately NOT recency-biased: pulls the 3 cards least recently seen (gap of 24-24 sections since last exposure), independent of the new card"
324,6,45,5,minor_cups_06,Six of Cups,minor,False,1,standard,U6-S45-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_06|major_16_tower|major_00_fool|major_07_chariot,1,easy,First exposure: full keyword list -> card art
325,6,45,5,minor_cups_06,Six of Cups,minor,False,2,standard,U6-S45-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_06|major_16_tower|major_00_fool|major_07_chariot,1,easy,Reverse direction: card art -> matching description
326,6,45,5,minor_cups_06,Six of Cups,minor,False,3,standard,U6-S45-N3,A1,Choose Card From Keywords,description_anonymized,isolation,minor_cups_06|major_16_tower|major_00_fool|major_07_chariot,1,easy,Second anchor variant of the same new card (no new symbol this section)
327,6,45,5,minor_cups_06,Six of Cups,minor,False,4,standard,U6-S45-N4,A2,Choose Meaning From Card,collated_talking_points,near_context,minor_cups_06|minor_cups_05|major_16_tower|major_00_fool,1,easy_plus_one_known,Third text form of the same new card; distractor pool starts folding in one known card once available
328,6,45,5,minor_cups_06,Six of Cups,minor,False,5,standard,U6-S45-N5,A3,Major/Minor Arcana ID,card_art_grid,standing_skill,minor_cups_06|minor_cups_05|minor_cups_04|minor_cups_03|minor_cups_02,5,n/a,"Major/Minor sorting - visual/structural skill, recurs unchanged every section"
329,6,45,5,minor_cups_06,Six of Cups,minor,False,6,standard,U6-S45-N6,B,True/False Talking Point,mixed_card_statements,interleave_review,minor_cups_06|minor_cups_05|minor_cups_04,3,n/a,True/False statements drawn from the new card plus recently taught cards
330,6,45,5,minor_cups_06,Six of Cups,minor,False,7,standard,U6-S45-N7,C,Board Matching,tile_grid,interleave_review,minor_cups_06|minor_cups_05|minor_cups_04|minor_cups_03|minor_cups_02,5,n/a,"Closing review: new card tiled against recently taught cards, grid grows over the course"
331,6,46,6,minor_cups_07,Seven of Cups,minor,False,1,standard,U6-S46-N1,A1,Choose Card From Keywords,keywords,isolation,minor_cups_07|major_19_sun|major_01_magician|major_16_tower,1,easy,First exposure: full keyword list -> card art
332,6,46,6,minor_cups_07,Seven of Cups,minor,False,2,standard,U6-S46-N2,A2,Choose Meaning From Card,card_art_to_description_condensed,isolation,minor_cups_07|major_19_sun|major_01_magician|major_16_tower,1,easy,Reverse direction: card art -> matching description
